property_area_sqft,bedrooms,bathrooms,floors,year_built,property_age,renovation_status,lot_size,distance_city_center_km,neighborhood_quality_score,crime_rate_index,nearby_school_rating,hospital_proximity_km,shopping_center_proximity_km,public_transport_score,parking_availability,property_type,construction_quality_rating,energy_efficiency_score,water_supply_reliability,electricity_supply_reliability,internet_availability_score,green_space_index,flood_risk_index,noise_pollution_level,sale_price
1800,3,2.5,2,2000,25,0,8123,3.663071461971126,6,1.9403309539735383,1.697376881706525,1.7788492158326872,2.4492718611139814,7.989758348031401,1,1Fam,6,3.727626905340255,4.85430514405955,5.671434164186702,1.0668149298766338,6.2112411104006275,8.593989496092629,4.677738107401601,179000
1691,3,2.0,2,1924,101,1,5000,5.325142131263469,5,8.010854322997078,7.843141657872418,8.27021056978398,4.933624175858034,7.038474359579347,1,1Fam,5,5.567630227739187,1.0854152551473373,5.38005145371826,6.9387844637776075,8.929819484580943,4.612988825074602,7.333603162775309,127000
1301,2,2.0,1,2006,19,0,7200,8.993935309191851,7,8.706006031409625,4.10568839068956,6.60214689920712,5.184316481432413,9.395684652347486,1,1Fam,7,6.406958618815192,6.673337983358,3.277902978728322,2.39193980761665,7.784656020484944,8.992007024110372,7.896778428850748,187750
1797,3,2.5,2,2006,19,0,9245,6.445640832974243,7,6.003370502829855,5.037314295607137,8.65732271125825,6.402915329808627,7.848681418981391,1,1Fam,7,1.8374889448751215,8.412023076891844,8.715613731871954,1.6432585011761014,5.5939159388004835,6.31605210993415,6.708861932051783,213500
784,2,1.0,1,1928,97,1,9000,10.892538213677195,6,5.5808997838194525,9.220405813721372,6.6938283777576135,0.9467159132839269,2.8269171660045758,1,1Fam,6,9.809694573667272,6.566285522454082,9.756244972186938,8.570770987498118,2.3921246215485064,5.090983793587725,2.7488184903983153,76000
1953,3,2.5,2,1992,33,0,53107,4.426579568422442,6,2.4473500833468727,3.8506600472443404,2.4412885862551694,3.957528402394886,9.795193394918941,1,1Fam,6,7.741431941236553,1.0331060656456779,2.1626210621401065,2.598322367278766,6.3133086856649445,4.183788331237533,7.946719951095554,240000
1269,2,2.0,1,2004,21,1,3182,1.2505556914936373,8,9.472267116929535,1.798596814271387,0.7412829335309932,1.2758130763601188,3.974337260743215,1,TwnhsE,8,1.8138026566976215,1.2039849476976698,3.6947220102225193,4.336630297015707,2.657658303545138,6.228365994092947,9.260549425479281,192000
1184,5,1.0,2,1910,115,1,8410,5.740577109789681,5,8.638470561672772,2.865249637710616,3.4057713754197056,3.927540522254126,7.3475068684261675,0,1Fam,5,7.778831715241924,4.488239576663071,1.612317995005787,1.8743824026493123,8.818442805312216,7.644159104707217,9.516598824851709,81000
1125,3,1.0,1,1976,49,0,7200,9.024094529306222,6,6.029531808748823,4.4101152253678215,5.432367138749156,0.6963150629635977,3.237606418057647,1,1Fam,6,8.887821621099768,2.541281595615293,9.27624804814567,6.709651800249903,9.371340690991676,4.523285000720341,3.3131821392110075,125000
1479,3,2.0,1,1999,26,1,9382,6.007446540409676,7,6.699757592093269,9.056406559485211,5.741350224654873,4.019138636628812,5.957913533207929,1,1Fam,7,3.2841496791392517,9.721667603657735,5.787984978838396,3.5389277746206105,8.8372783026446,3.8075573716906206,5.653080210924303,191000
2332,3,2.5,2,2007,18,1,12474,4.107834260799681,10,7.537501800576133,2.1909390135728493,9.181177606237977,0.515583717330995,9.16363111290733,1,1Fam,10,5.817008416159924,3.413858129672209,3.0371088947520413,2.2484036406787666,6.885204697216018,9.455750840685717,7.114302072336322,426000
1367,4,1.0,2,1900,125,1,8405,2.768010932825997,5,4.449580203376774,9.593225662879338,4.697457422145906,0.9069895174656322,4.61283261670423,1,1Fam,5,3.4199610947505503,8.729999542099769,4.568706523937903,1.2031031992003833,3.372523922044662,8.664343723523809,8.01833821394693,119000
1961,3,2.5,2,2001,24,1,12209,12.313354285464522,6,6.997432939826728,2.979625071559078,4.837378282510985,2.7747504337712074,1.1045467690801098,1,1Fam,6,1.28933305926295,1.0665546307198,5.122685921389893,2.8758760071822698,7.42844383981338,4.616268783728686,5.810639761027548,215000
882,3,1.0,1,1959,66,0,8339,18.924772160832198,5,5.738912895295395,3.581180152393885,2.3025753454446263,2.447598520789211,8.848845726002054,1,1Fam,5,3.1863895386364094,9.741276880016184,9.244302782045398,2.8919984787464466,8.290462390543953,9.115023344248474,2.0331994972466103,106500
788,2,1.0,1,1941,84,1,7446,10.649536565306454,4,9.424096008005174,5.371535552870008,9.953578866338091,7.870444005530057,2.971851612082077,0,1Fam,4,4.395342420244297,4.675176121113768,8.883827594208688,1.0534505090153863,8.957059009213461,4.03978112653474,8.433125262269984,100000
1034,2,1.0,2,1940,85,1,10134,12.52639411070623,5,7.610357478425105,6.574205935478765,7.628901965040034,6.700581048428562,8.44671328092301,1,1Fam,5,4.574629303237703,4.704859428873343,1.997413034674866,3.3520139086664633,3.868437443951406,7.111921054773195,6.238171795486645,109000
1144,3,1.0,1,1956,69,0,9571,2.5519368764951302,5,4.8602915022823066,3.6529388175889057,1.2926275910954077,4.156931195708203,3.4477425800320596,1,1Fam,5,4.7557598814303255,9.93096025708357,6.564939217958391,6.315615458011548,4.451836594226161,2.3622414755683687,8.961991686426058,129000
894,2,1.0,1,1972,53,0,7200,12.50800355261465,5,3.3885725125827424,1.2329890358678275,5.2502934634812,5.433153755963141,6.912594975236936,1,1Fam,5,3.729668848140744,2.6872321322542194,1.5318003001130842,4.7549067489222345,7.581874248511577,9.967113806169618,8.8701131883902,123000
1812,4,2.0,2,1962,63,0,7590,18.122110793122573,5,3.51498796737646,3.9337249479039382,9.007045150554816,2.7863397659664737,9.254491813929741,1,1Fam,5,7.496091562241064,7.2746237958890525,8.430278272146714,3.338378216808147,9.029242089579629,7.147086657476656,5.145488354925187,169500
1077,2,1.0,1,1920,105,1,8967,6.221674857141652,5,2.3879617123859793,7.700456218080852,6.449000905537462,3.6374898719000064,3.319205684300352,1,1Fam,5,5.869761586697183,6.965363500930383,6.434048856186453,5.989465179883749,3.292639540150654,8.729971416709276,6.2261635869068686,67000
1550,2,2.0,2,2006,19,1,8125,14.946834311683341,7,2.642735534846132,5.420270983031259,2.8459754911270196,5.239442591278115,2.6810726822180935,1,1Fam,7,4.890987357051368,7.683069091739829,6.290757954418906,4.681973016077208,7.965027338350322,3.8593626450868648,5.266994645529262,241000
1288,1,1.5,1,1996,29,0,14963,16.285968759902943,8,7.11249453566519,2.3375163580417353,8.096990195856478,5.624483478032254,7.98299073881105,1,TwnhsE,8,8.290852684650575,6.219779270517253,5.20285883866791,3.2146159773607152,9.514284814680897,4.665195872340239,3.4687701556641217,245500
1310,3,2.0,1,2005,20,0,8767,7.077676173775997,7,4.209826010742944,6.9779893344485915,3.6492036603688565,4.95737780597235,9.916549019019776,1,1Fam,7,2.1918701049120877,7.291693613111178,5.7017978360058255,2.4001161806110476,9.028571774867187,3.760527566204267,6.103135729242495,164990
672,2,1.0,1,1940,85,1,10200,18.534958293606195,5,5.0995991300255925,2.9928566871602826,6.5307259881191975,2.9758809551153047,1.7845282659807347,1,1Fam,5,7.843109750335587,9.619381477114311,3.5412852210682284,4.580646440720529,3.5532896797610523,5.247112292855813,1.197703656083752,108000
2263,4,2.5,2,1998,27,0,12090,12.820254351976475,8,5.677458201860701,6.491701692148331,5.608824957228075,6.40140513988253,6.34879598115318,1,1Fam,8,7.835020493139749,9.139701841784806,5.87063959707898,9.668361069682769,8.53984566893732,1.5307953409401311,3.326085657242773,258000
1572,3,2.5,2,1995,30,1,10364,1.3704650777109326,6,8.030584885659472,7.925230416050941,0.6360937958824608,6.95980704671535,5.350706177861713,1,1Fam,6,4.208426016179347,9.459486307664449,1.4901263560342315,4.23747783877209,1.4104086603965307,6.549104846417367,4.916692596985376,168000
1620,3,2.0,1,1976,49,1,9991,17.125878686446068,4,5.25587624852897,5.034489113479087,5.857799080652479,3.6743764423075693,9.350733662203213,1,1Fam,4,9.926361987572893,8.197488503815872,2.9465244782081776,4.364248176627088,3.882507969428531,5.647851666881144,6.3433884759877435,150000
1639,3,1.0,1,1936,89,1,10480,18.694248199083024,6,5.08627382447988,1.76635914874762,7.246661671786279,2.2431263944985953,1.4333450182287666,1,1Fam,6,4.9441352964193115,4.645726811586133,3.064802667148686,7.903169890843065,2.0339353826737505,2.8457452700356995,5.893780100546041,115000
1680,4,2.0,2,1915,110,1,15576,13.559782061598673,6,8.447975667813468,1.808508216602767,4.783659200134097,5.756224007372085,8.704370249682142,1,1Fam,6,2.0549210016045896,5.861807820901293,4.402733595867452,2.2130355322166277,2.712569248897768,9.503733100154653,3.8821346993093933,177000
2172,3,2.5,2,2006,19,0,14154,1.0192087679030242,7,8.548337018577573,6.819939152766589,2.3265249842624987,7.629262202743825,5.969510347944953,1,1Fam,7,2.4725806309368634,8.174935371033808,2.9881082311485776,9.190239267607057,3.905726489940837,4.989628507670342,6.993840213265399,280000
2078,3,2.5,2,2007,18,1,10800,12.193936425855894,8,2.6914123287452663,9.101823355561244,8.58127613983116,3.9380301744967023,7.902067715226048,1,1Fam,8,5.3303788347736445,2.6396729060322874,9.360948751979283,8.928519649304345,7.488455050112129,3.6422223072132063,6.268039381827154,339750
1276,3,1.0,1,1958,67,0,9571,6.841843696456068,5,5.018815310390819,3.4604531869331563,7.038689379282308,1.061918863902042,4.228692122197021,1,1Fam,5,2.464141292596874,6.216695523600943,8.205828093170837,9.951592809873445,4.465708189909976,9.066011812767803,5.0806104521149065,60000
1056,3,1.0,1,1955,70,0,34650,15.514565891384159,5,8.142536458001505,7.573050824575933,1.5468949333769997,4.7728327405381314,9.427372830158454,1,2fmCon,5,8.212367596067805,1.6168703643576636,6.17465203836758,5.697535140375294,8.236466812025622,1.241737773188278,4.144139996050837,145000
1478,2,2.5,1,2009,16,0,4403,13.159656653666593,7,1.2618548923684252,6.132881017511609,5.7543692262952275,4.922509197501519,7.3127105423068315,1,1Fam,7,9.811574679569414,4.100136843685452,3.6626102671724894,2.4569709243474422,6.688500237120931,5.471646649053848,3.7637496487308675,222000
1028,2,1.0,1,1927,98,1,8960,6.853246241215535,5,8.822815542712686,5.738444514183166,6.654354736749177,0.8553579750009261,8.059703186727834,1,1Fam,5,8.925236219034746,1.872641806370009,1.8485045413445187,7.066123164369175,3.2930374218538345,2.428550670502025,4.681860169838016,115000
2097,3,2.5,2,1993,32,0,11228,18.879599777015507,7,8.74672565021579,8.252883320838945,1.6340389366986736,5.677178740704738,3.2047420847780286,1,1Fam,7,5.630292788046332,6.938571076299445,3.8320649023109477,5.7190258266370195,6.348170312725305,4.124083932249363,4.214210465198315,228000
1340,3,2.0,1,2007,18,0,8899,13.597551935475014,7,5.087830187448246,8.442160359592197,5.965002461975597,6.661912598504726,1.8105744861160922,1,1Fam,7,7.442704349931811,6.251195061013254,3.5215278259753697,9.079403476926545,3.483617055610078,9.264725032135859,3.6659261616073544,181134
1400,3,1.5,2,1978,47,0,7844,6.839146077440028,6,6.253021905441867,8.456249105402414,3.8933276300138653,1.4418370785749235,8.914236556928213,1,1Fam,6,7.072450942350461,2.4485629351748526,1.3029657921915776,9.280659802156624,4.0470106681583005,9.68334675154728,2.0565605189357927,149500
2624,4,2.5,2,1918,107,1,22420,14.372334570659158,6,8.704301779037472,2.6056132704265056,7.321297633305411,3.588637331360196,4.778935996860966,1,1Fam,6,8.23467931081155,3.7800553901739735,1.9673765810228472,8.87954778870959,5.973638176178098,8.507414760472216,2.2108628996066346,239000
1134,3,1.5,2,1940,85,1,8160,8.862346336647754,5,6.309325829238828,9.878913589589057,0.5585067235354115,7.361656380794361,2.7670780604602747,1,1Fam,5,3.4825690958931057,4.1116358647901405,3.68125518596841,5.060022503966604,4.2319491851077755,1.7549555661935399,5.714322571995816,126000
1056,3,1.0,1,1968,57,0,8450,14.552187724422394,5,4.638449511066983,2.5347907861285908,4.004572593793154,6.996642594821083,4.955695696875031,1,1Fam,5,3.8613898891769787,1.0002484972411074,8.037405774647937,2.8534311435786837,4.588400951691175,7.100227593290935,7.3889348620962725,142000
1344,2,2.0,1,1997,28,1,7060,2.6899752697540245,7,1.1030204022556822,3.33502238458745,4.092739511405581,4.459954062991397,1.2625305712447599,1,Duplex,7,9.988391099400644,7.716074827479009,6.078402833226598,8.401698242070406,6.087365157141935,7.949017393484991,1.1240462506510571,206300
1602,3,2.0,1,1977,48,1,16635,11.025057753499201,6,1.5945126947740798,7.446670122528629,5.605581959864242,5.722688242672773,2.5538315269120444,1,1Fam,6,9.257713996921876,4.19417495389102,5.532782900692434,4.223405541016996,8.287785908986379,6.886208351686568,3.8205722777653754,215000
988,2,1.0,1,1954,71,0,21750,13.591936958333894,5,9.44122363311496,5.169262679994777,8.458250056741477,7.335417313520573,3.5813712542396607,1,1Fam,5,1.9225492198011982,3.38420598421292,6.374091337678443,8.667271922640294,9.34237813328814,7.721091245829636,8.965698383626528,113000
2630,4,2.5,2,1998,27,0,9200,9.108295843243985,8,3.690273330854363,5.222070085952087,6.3512657873382175,6.46537475138691,1.1470439416533487,1,1Fam,8,6.385450477177949,1.496777314537171,2.1541905471486027,9.139023670950278,4.164064677691594,4.379333761295642,1.1321264168737017,315000
1196,2,1.0,1,1956,69,0,9000,1.3180467360491745,6,9.893788453774704,6.774626357222948,5.318854864754627,1.644395889937985,1.303753885761644,1,1Fam,6,7.077607325592706,3.486374550850542,2.829594270325369,8.705800603173618,4.599257093507753,9.580793904305686,9.856999103340277,139000
1389,3,1.5,2,1946,79,1,3378,17.464111631980305,7,7.50765237396217,1.3903094339592608,9.809409828416198,2.2668933341898274,2.2851716897031036,1,1Fam,7,3.9860044535307306,4.226192869115852,3.9613435869703397,3.195945275370849,4.589204298831833,4.347177149530049,8.813565198390052,135000
1644,2,2.0,1,1989,36,0,12800,7.291813895362817,7,4.6345149828840935,4.347676744386083,4.6683040748456905,4.555161887574268,3.975751064878163,1,1Fam,7,4.838087298884558,2.9320237148129635,3.5576716714322747,9.642640300200327,7.407217063722458,1.063685395186714,3.5515017021450257,275000
907,3,1.0,1,1957,68,0,8593,5.493797480575816,4,9.785246575120919,5.565525985592875,7.778359157987518,6.17002975453722,8.663194499927746,1,1Fam,4,9.929953556165469,2.7079521188902396,3.347700473294605,8.981718477273272,5.237564631722907,8.877562989425131,4.166730860919398,109008
1208,2,2.0,1,2007,18,0,6762,13.298315625928346,7,3.143338156470124,5.5529420230537445,9.692749159436243,2.355326754583099,6.1206769850438665,1,1Fam,7,6.417455663647898,2.189967433667999,2.273181556960815,4.698240653918221,2.342344561817544,2.5653038751028037,1.5430154734571908,195400
1412,3,2.0,1,1988,37,0,11457,18.866206282450566,6,1.8224226254796718,1.540599833894659,8.08096310758218,6.913334949276636,2.409589955003987,1,1Fam,6,6.2489942588097,7.582513449769957,7.5627372045582595,9.05642851368161,2.782422881268472,4.19575961287417,4.131209130491917,175000
987,2,1.5,2,1971,54,0,1680,5.023792052842039,6,4.1470722977544066,8.234949044988515,3.967260252679979,5.136185226823183,5.008094579265311,1,Twnhs,6,9.633879732453728,9.520767984906152,5.504429247857672,7.059688724738515,8.647149707935064,7.198219583535883,1.6146019114836,85400
1198,4,1.0,2,1920,105,1,5586,19.075495053474704,6,5.576456970671441,4.528177767496523,8.872851807247029,7.0974155950877265,5.268278821085241,0,1Fam,6,1.920312619365094,4.919506650937165,6.6812326594544125,2.3456162066697606,1.9499725125361387,2.484440983645322,6.154404451587196,79900
1365,2,1.5,2,1971,54,0,1920,1.0188730330317601,5,4.961606051660855,6.349000829018587,3.9541831506093836,3.9179843020851095,7.382363724145481,1,TwnhsE,5,9.004463736975483,4.414014366256793,5.17918020808735,6.147209276118859,2.773213836305934,4.8574455557561045,4.00051872649904,122500
1604,3,2.5,2,1997,28,1,10839,16.286913469429706,6,8.302083162607971,1.7536427893110293,6.865498307153581,5.0962569045093025,9.17835139568875,1,1Fam,6,1.5667532168593818,4.40341278231015,1.167193753191059,6.719178979676839,3.775464397289392,3.106595733926884,3.5608979453595566,181000
630,1,1.0,1,1972,53,0,1890,17.381594872612286,4,9.653427280312423,4.341226346858942,3.746150783071484,1.5875681429756732,5.4190490167980565,0,Twnhs,4,8.714000435983204,4.626885959747151,9.482955131951144,4.005317303237329,8.74850269192754,7.273615525962845,7.268744977109165,81000
1661,3,2.5,2,1996,29,0,10667,15.187546786620496,7,4.295736324718891,8.777268685259813,3.9104866168334063,1.145116402442,9.596049594344398,1,1Fam,7,4.665616582411738,2.238189452175087,7.79607291333801,6.349287553860695,2.931488143224967,2.8499805235377313,6.03709893796187,212000
1118,2,1.0,2,1920,105,1,4400,11.414350512892344,6,9.379515952448667,4.671636486779768,8.295397541546446,5.885624809874129,1.5422146552882507,1,1Fam,6,4.1296457110267255,3.238934009804241,4.545072094654756,5.4805352297251275,7.416611487032652,2.315956827251816,2.690198032230903,116000
904,2,1.0,1,1926,99,1,6000,6.116285507712012,6,7.354273167339203,5.613902037212586,5.004527160917435,5.9150715990547,5.415999288855793,1,1Fam,6,3.004400271383988,9.224372154768545,5.7064067576482,4.993739672812584,5.645913531846345,9.352782264555366,7.6472459211254336,119000
694,2,1.0,1,1913,112,1,4280,8.73810851265175,5,6.973310454215186,1.8801218003499307,3.8727122681903214,2.0517344728850726,3.1851059934266464,1,1Fam,5,8.252847276194192,8.249248160234693,8.301534009194757,7.212684916944382,9.757672614349644,8.40227396325758,8.67038115815621,90350
1196,3,1.0,2,1920,105,1,12354,8.98412621562499,6,3.5054324790530607,3.6931425706745635,0.6869032022725247,2.08427577397683,1.077635261044451,1,1Fam,6,2.998664999636592,6.04234164814152,2.6642104389699637,2.713936169856253,2.394345955763071,5.282701418311242,9.234179560575448,110000
2402,2,2.0,1,2008,17,0,15431,8.472199381403097,10,2.3280000062569677,6.583842164545088,2.27923064536267,4.114535632950367,3.4957359596677033,1,1Fam,10,2.4483893793883063,7.35679657162603,3.6883994165443315,5.968644079366799,6.037077202986196,6.828434276611247,3.275655667546764,555000
1440,4,2.0,1,1955,70,0,12108,1.305639318455341,4,1.5663883865754855,7.252019803600231,0.6181707686974158,5.389390733446234,4.1821290204442825,0,Duplex,4,8.420391328014283,2.2873245902701074,2.209159335363422,8.505454568150043,6.99003451680608,8.312712754911734,5.331908599879212,118000
1573,3,2.0,2,1930,95,1,6240,5.369690585817898,5,7.224962022709642,8.403487648625578,1.6882933779671783,1.9710978039744362,6.637417769695189,1,1Fam,5,8.883017506889374,6.332420459691216,8.209629191372525,4.272045342490553,2.802645120022218,2.0569032416017254,4.386610149043209,162900
1258,2,2.0,1,2006,19,1,3922,18.2472773479221,7,8.40562609267938,6.334309653559884,4.389204312956403,1.8249758966495875,5.938428333312129,1,TwnhsE,7,6.957359995879514,1.8191352767201443,2.836875272199676,4.065423760700893,2.7227027468166227,6.9215134127820725,8.607169221042422,172500
1908,4,2.5,2,1994,31,1,8750,1.5706803396075983,7,5.421732821737011,5.140349039053284,9.093007711481347,4.280025958271324,2.376142329216666,1,1Fam,7,2.2313730693254423,5.209241192713677,1.495197023591557,6.153018465170959,2.7828849243672016,2.232974824221828,8.633064620557143,210000
1689,3,1.0,1,1956,69,0,9855,7.385470842233083,6,1.9493490724872098,6.461867607103876,6.7937482944442245,4.791548011068326,9.453033467553519,1,1Fam,6,8.486974858030555,2.589152925741943,3.41789374716146,1.099096281260881,6.916261839552197,8.571930534051088,4.031954373217631,127500
1888,2,2.5,1,1966,59,1,16492,14.311658827450756,6,2.1812217880377753,4.799545040944501,2.1329079932178,2.907305683730603,2.510635664775819,1,1Fam,6,6.477956945173628,3.784566604797274,5.355117359504777,5.1273310231242455,8.43832768686082,5.374790685988216,6.29993258841472,190000
1886,4,2.5,2,1998,27,1,11214,15.343077040043678,7,6.972440299581596,7.21773189239016,5.3726590852102465,5.297660901240755,1.6076425100126568,1,1Fam,7,7.921103126493112,3.8218642639014204,2.1397206032177793,7.664238722653297,4.840732095964743,1.1571194848825725,6.167182137877497,199900
1376,3,2.0,2,1937,88,1,8600,2.9846382462434278,6,6.680611083727819,9.658453211462518,5.461828950926046,6.119312016055018,1.6895895023569176,1,1Fam,6,4.379053752377331,4.096860194651486,6.6976869723170545,7.45434887728131,5.319979111714928,4.352581997762133,7.802177117230152,119500
1183,2,1.5,2,1948,77,1,6000,13.046527081078262,3,1.322123386774082,5.158385848125116,5.736949774746636,2.8391424752870456,8.200222732296147,1,1Fam,3,1.00196420650791,9.247129299498166,5.5750013802281995,7.653799500803537,2.192722208517603,9.335603398826947,5.749569333948316,120000
813,2,1.0,1,1930,95,1,5684,2.4013413941049775,6,3.8340832093847697,8.994162356830643,4.685089314096695,7.95930201646302,9.972905632729496,1,1Fam,6,8.44204822172761,8.125450153537994,5.268518165327343,1.7835238129000497,6.990003876716674,6.621343932503339,5.899528188945715,110000
1533,2,2.0,1,1975,50,0,70761,4.143935051024532,7,3.359158775092881,7.447682871103356,4.163376800647558,6.710098480710992,1.7767305291465951,1,1Fam,7,4.841704629092311,2.300572358099378,9.13462467784435,3.654390942362099,5.343147676810983,5.0435506969510016,4.9161916175156195,280000
1756,3,2.5,2,1996,29,1,9303,8.558839106642584,6,9.567235888373423,7.820292007348112,3.42517837223095,7.68441198454998,3.9647679980907258,1,1Fam,6,8.395296770337293,6.716645537642807,8.479645164586291,5.537212342572005,9.331520100373345,4.621125932482707,9.515254229596865,204000
1590,3,2.5,2,2008,17,0,9000,3.8183699827119044,8,5.468577222745701,5.6796287934105845,5.772243009485148,2.6267386632496255,3.5924283648098188,1,1Fam,8,8.212411474973417,5.937197423721867,8.326358253625052,3.9458544627023997,1.3181761728243928,6.502738534375508,7.202011656467065,210000
1728,4,2.0,1,1976,49,0,9297,18.58833707014251,5,4.525130963400569,1.4535767397770694,8.99244542909197,4.23269653929084,8.172889414694609,1,Duplex,5,4.319965928317345,6.038764312175348,2.8659675335006876,5.772050979032769,1.4927676568515995,6.000967093134819,3.4249308313254425,188000
1242,3,1.5,1,1973,52,0,9600,19.680539694924878,7,7.758013134578735,6.597954513785657,2.7306154137438874,6.305766750687214,2.866324377668575,1,1Fam,7,4.711253977113869,2.3351915819773743,9.243376478269056,6.860320305048652,9.227797124740478,8.482213029889913,6.740440855115054,175500
1344,4,1.0,2,1916,109,1,4571,16.536176877397068,5,6.845613598613728,3.4054285075324886,7.469463212546619,6.677914595164697,9.289095379513283,1,1Fam,5,6.630675049003911,5.648798904857101,6.498544662182336,1.0347020294711726,9.361420753970382,5.637071484715641,5.864797706509793,98000
1663,2,1.0,1,1954,71,1,53227,1.3680635017427312,4,8.796734288732683,5.673323492855698,4.542936231870695,2.9126461509068418,6.628484510891362,1,1Fam,4,2.331118989322183,8.098168939054148,8.923628570052875,8.465112683911482,3.3035674055673736,3.7156483924830983,7.086242515576478,256000
1666,3,1.0,2,1925,100,1,5100,7.689648153933324,8,5.014436346564239,6.540078395435506,2.241403427333101,7.339969625451116,2.05978922159227,1,1Fam,8,2.9754580515254703,7.784338085801654,2.080816729363086,4.9059919299158326,6.621783513364018,7.876800767600814,5.304436385769847,161000
1203,3,1.0,2,1950,75,0,7015,10.068152250875706,5,3.470762938917066,3.297798707763119,6.139839469541964,5.397289868815274,8.90057273999686,1,1Fam,5,6.866458481055559,2.246057710332625,6.196274909785753,9.15811584476767,2.3506721552032603,4.720459092358727,1.853886660572563,110000
1935,3,2.5,2,2009,16,0,8004,13.564370942936971,8,7.6035589437978,4.047892034110712,4.6965369812556865,6.033509127406259,9.84796257490237,1,1Fam,8,9.151539727712162,9.69965019311808,7.580056688461987,1.3443643325741803,1.341601339770686,1.3374960740630262,2.3944003629433386,263435
1135,3,1.0,2,1936,89,1,7200,9.527831149026362,7,3.3992989158007054,8.917663876112332,8.518401180580602,5.732853675318574,5.548845925483745,1,1Fam,7,5.381337778909806,9.843930240391314,1.1487916153569258,4.866594233293157,3.905301459934118,8.951973202016912,2.836538607646325,155000
864,3,1.0,1,1965,60,0,8281,8.410952729770038,5,6.1867732617755635,9.080666919459503,2.0507725965580055,7.016337160977727,4.918506842735125,1,1Fam,5,4.679934433563275,8.732814963885746,5.876364117290288,4.423279092458195,2.627201631553329,8.45370336889546,7.180154738262717,62383
1660,3,1.5,2,1934,91,1,11988,12.188837220683222,6,6.853211501351072,6.700273997394067,2.8178402193501544,3.9509999690809097,9.798191796626547,1,1Fam,6,4.830332425330343,9.571601620807055,3.6861130024522493,1.4196472022847608,7.227007041608841,3.2769770833873975,5.043049075965664,188700
1040,3,2.0,1,1978,47,0,8430,9.982289080709101,5,4.606020510299562,9.122816263503013,3.732432416459749,2.6604631944077513,9.641147848705408,0,1Fam,5,7.402767083799921,5.232081189987727,7.807289872791772,5.285850511905845,9.309623348059873,1.8597238163395071,2.179969837013531,124000
1414,2,2.0,1,2004,21,0,3072,19.929458351909282,7,3.1098815353125513,4.940368697583368,6.362191547718368,7.964256635380255,2.0384773502552282,1,TwnhsE,7,8.408404062586275,7.503116397765076,3.4068807463544637,6.921170894438504,5.047815262554611,4.842991555790604,7.448993341103341,178740
1277,2,1.0,1,1970,55,0,10628,15.883746328823833,7,7.56866063041379,1.8959340925019963,7.406792958153519,4.970228225193616,1.3698001687143422,1,1Fam,7,7.213219437076887,7.7898116324630955,8.230047539418827,7.268743107355808,8.704153771017442,3.4404721446522406,8.648585504871152,167000
1644,3,1.5,2,1942,83,1,9480,11.16432581775184,5,2.0400929416396463,5.156621751889645,9.776703547937364,3.361707359307093,7.701106164539755,1,1Fam,5,3.735879229293687,3.65772225363325,2.9113449895928736,8.88642985431128,4.74720363691487,2.1411951796131587,6.63320915015234,146500
1634,3,2.0,1,2006,19,0,11428,15.556477206906393,8,2.0233806563718195,9.146848586237573,3.9497897439056,4.883542156633674,3.8451265078666292,1,1Fam,8,3.711071798303575,8.823606453675946,8.259030578016828,7.214148452873158,6.776159216877588,2.3731099281182053,2.883741508229325,250000
1710,3,2.5,2,1993,32,0,9291,9.935853003121192,6,3.522721164169371,9.46804770164903,4.66442312977796,5.483338032088419,1.5292138566967508,1,1Fam,6,3.1026317491787188,8.253309628610946,5.3988242547990515,3.0468157590367664,9.858907951121061,7.707587863632822,3.3458978067304948,187000
1502,1,1.5,1,1985,40,0,6820,5.9883866676475055,8,9.282470341769457,3.0054380366524223,5.504291641853605,2.0288488779701925,1.777527411420661,1,TwnhsE,8,3.144298283472394,7.167131557384397,4.77810498173044,5.307234086370598,2.3129437738065683,2.3514474597123933,7.759882214181888,212000
1969,3,2.5,2,1977,48,0,11952,15.832571809103985,7,1.5668833179303632,5.989454875359393,3.647893486822094,4.82784961453651,9.49471683643992,1,1Fam,7,7.597216414830934,6.0192193595430465,2.387001557614833,1.2810782711250166,1.5335814702371044,5.855177323446484,3.511857685064071,190000
1072,2,1.0,1,2005,20,0,3675,17.83028019316063,6,4.509646990555775,6.037663444010544,8.385297958823429,1.3321973693611353,2.773474373513718,1,TwnhsE,6,7.023343786367134,2.2037784099467523,8.526937608627147,3.7577767030285854,2.50513219395342,4.190455271258929,4.9851754952737375,148000
1976,2,2.0,1,2006,19,1,14977,6.786222792774998,8,7.493099209835052,8.176452324748572,0.7564427871434474,6.1238125870631945,6.110312933043154,1,1Fam,8,3.557625154886984,6.1656943721804796,2.9596044164681863,1.793286188538235,3.0698486425698817,2.119575110964304,8.741772863655004,440000
1652,2,2.0,1,2000,25,0,5330,13.428466925871831,8,3.5804508750044675,1.5619745231711581,7.8356372234150085,6.425944594011006,4.475554026955751,1,TwnhsE,8,7.907419925424344,1.7198677222842869,3.158150064008588,9.703888974075529,3.9424035155244495,1.8725630375172806,5.406956358570911,251000
